markdown_seq	markdown_headword	expected_headword_for_seq	index_matches_seq	candidate_index_seqs_for_headword	proposed_canonical_seq	status
0974	舰艇	舰艇	yes	0974	0974	ok
0975	践踏	践踏	yes	0975	0975	ok
0976	鉴别	鉴别	yes	0976	0976	ok
0977	鉴定	鉴定	yes	0977	0977	ok
0978	鉴于	鉴于	yes	0978	0978	ok
0979	将近	将近	yes	0979	0979	ok
0980	将就	将就	yes	0980	0980	ok
0981	将军	将军	yes	0981	0981	ok
0982	僵硬	僵硬	yes	0982	0982	ok
0983	奖励	奖励	yes	0983	0983	ok
0984	奖赏	奖赏	yes	0984	0984	ok
0985	奖	奖	yes	0985	0985	ok
0986	降临	降临	yes	0986	0986	ok
0987	交叉	交叉	yes	0987	0987	ok
0988	交代	交代	yes	0988	0988	ok
0989	交涉	交涉	yes	0989	0989	ok
0990	交往	交往	yes	0990	0990	ok
0991	交易	交易	yes	0991	0991	ok
0992	娇气	娇气	yes	0992	0992	ok
0993	焦点	焦点	yes	0993	0993	ok
0994	焦急	焦急	yes	0994	0994	ok
0995	角落	角落	yes	0995	0995	ok
0996	侥幸	侥幸	yes	0996	0996	ok
0997	搅拌	搅拌	yes	0997	0997	ok
0998	缴纳	缴纳	yes	0998	0998	ok
0999	较量	较量	yes	0999	0999	ok
1000	教养	教养	yes	1000	1000	ok
