markdown_seq	markdown_headword	expected_headword_for_seq	index_matches_seq	candidate_index_seqs_for_headword	proposed_canonical_seq	status
2591	资源	资源	yes	2591	2591	ok
2592	资助	资助	yes	2592	2592	ok
2593	滋润	滋润	yes	2593	2593	ok
2594	滋味	滋味	yes	2594	2594	ok
2595	子弹	子弹	yes	2595	2595	ok
2596	自卑	自卑	yes	2596	2596	ok
2597	自发	自发	yes	2597	2597	ok
2598	自力更生	自力更生	yes	2598	2598	ok
2599	自满	自满	yes	2599	2599	ok
2600	自主	自主	yes	2600	2600	ok
2601	字母	字母	yes	2601	2601	ok
2602	宗教	宗教	yes	2602	2602	ok
2603	宗旨	宗旨	yes	2603	2603	ok
2604	棕色	棕色	yes	2604	2604	ok
2605	踪迹	踪迹	yes	2605	2605	ok
2606	总而言之	总而言之	yes	2606	2606	ok
2607	总和	总和	yes	2607	2607	ok
2608	纵横	纵横	yes	2608	2608	ok
2609	走廊	走廊	yes	2609	2609	ok
2610	走漏	走漏	yes	2610	2610	ok
2611	走私	走私	yes	2611	2611	ok
2612	奏	奏	yes	2612	2612	ok
2613	租赁	租赁	yes	2613	2613	ok
2614	足以	足以	yes	2614	2614	ok
2615	阻碍	阻碍	yes	2615	2615	ok
2616	阻拦	阻拦	yes	2616	2616	ok
2617	组	组	yes	2617	2617	ok
2618	祖父	祖父	yes	2618	2618	ok
2619	祖国	祖国	yes	2619	2619	ok
2620	祖先	祖先	yes	2620	2620	ok
2621	钻研	钻研	yes	2621	2621	ok
2622	钻石	钻石	yes	2622	2622	ok
2623	嘴唇	嘴唇	yes	2623	2623	ok
2624	罪犯	罪犯	yes	2624	2624	ok
2625	遵循	遵循	yes	2625	2625	ok
2626	琢磨	琢磨	yes	2626	2626	ok
2627	左右	左右	yes	2627	2627	ok
2628	作弊	作弊	yes	2628	2628	ok
2629	作废	作废	yes	2629	2629	ok
2630	作风	作风	yes	2630	2630	ok
2631	作息	作息	yes	2631	2631	ok
2632	座右铭	座右铭	yes	2632	2632	ok
2633	做东	做东	yes	2633	2633	ok
2634	做主	做主	yes	2634	2634	ok
